user_input,response
qual a historia da FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia e uma feira literaria dedicada a vozes LGBTQIA+, perifericas e de resistencia, celebrando a diversidade e o poder transformador da literatura. Acesse www.feiraflor.com.br para mais informacoes."
me fale sobre a Feira Unesp,"A Feira do Livro da Unesp e uma feira academica e literaria promovida pela Editora Unesp, com forte presenca de titulos universitarios, tecnicos e de divulgacao cientifica. Acesse www.livraria.unesp.br para mais informacoes."
hey,"Ola! Sou o ChatLitera, seu guia sobre feiras literarias brasileiras. Posso ajudar com datas, locais, programacao, ingressos e muito mais. O que voce quer saber?"
quais autores foram homenageados na FLIP?,"A FLIP - Festa Literaria Internacional de Paraty ja prestou homenagem a grandes nomes da literatura, como Cora Coralina, Carlos Drummond de Andrade e Manoel de Barros. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flip.org.br."
por que devo ir a Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
em que rua fica a Feira Unesp?,"O endereco da Feira do Livro da Unesp e: Rua Quirino de Andrade, 215 - Centro, Sao Paulo (SP) - CEP 01049-010 (Editora Unesp / Livraria da Unesp). Para informacoes de transporte e estacionamento, consulte www.livraria.unesp.br."
quero informacoes sobre feiras,"Posso ajudar! Voce quer saber sobre qual feira especificamente? Temos: Bienal SP, Bienal Rio, FLIP, FLIC, Feira POA, FLOR, Bienal Bahia, Bienal PE, Feira Unesp, Flipocos e Festival Literario SC, entre outras."
quais autores foram homenageados na Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo ja prestou homenagem a grandes nomes da literatura, como Clarice Lispector, Ariano Suassuna e Jorge Amado. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldolivro.com.br."
quais autores foram homenageados na FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia ja prestou homenagem a grandes nomes da literatura, como Cassandra Rios, Joao Silverio Trevisan e Caio Fernando Abreu. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.feiraflor.com.br."
o que e a FLIC?,"A FLIC - Festa Literaria de Belo Horizonte e um festival mineiro com forte identidade cultural, promovendo debates, oficinas e lancamentos de livros. Acesse www.flicbh.com.br para mais informacoes."
a FLIC e paga?,"Os precos dos ingressos da FLIC - Festa Literaria de Belo Horizonte variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flicbh.com.br."
a Bienal do Livro Bahia cobra entrada?,"Os precos dos ingressos da Bienal do Livro Bahia variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivrobahia.com.br."
qual a cidade da FLOR?,A FLOR - Feira Literaria do Orgulho e Resistencia e realizada em Sao Paulo (SP).
tem como me informar sobre a FLOR?,"Claro! A FLOR - Feira Literaria do Orgulho e Resistencia acontece em junho, em Sao Paulo (SP). Para mais detalhes, acesse www.feiraflor.com.br."
me fale sobre a Flipocos,"A Flipocos - Festa Literaria de Pocos de Caldas e um festival literario encantador na cidade das aguas, com programacao intimista e diversificada para leitores de todas as idades. Acesse www.flipocos.com.br para mais informacoes."
quais eventos tem na Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flipocos.com.br proximo ao evento."
como chegar na FLIC?,"O endereco da FLIC - Festa Literaria de Belo Horizonte e: Praca da Liberdade, s/n - Funcionarios, Belo Horizonte (MG) - CEP 30140-010 (Circuito Liberdade). Para informacoes de transporte e estacionamento, consulte www.flicbh.com.br."
qual o periodo da Bienal Bahia?,"A Bienal do Livro Bahia geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.bienaldolivrobahia.com.br."
quais as atividades da FLIC?,"A FLIC - Festa Literaria de Belo Horizonte costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flicbh.com.br proximo ao evento."
quais autores ja foram convidados para a Festival Literario SC?,"A Festival Literario Catarinense ja recebeu como convidados nomes como Conceicao Evaristo e Djamila Ribeiro, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.festivalliterariosc.com.br."
tem como me informar sobre a Bienal PE?,"Claro! A Bienal Internacional do Livro de Pernambuco acontece em outubro, em Recife (PE) - Centro de Convencoes. Para mais detalhes, acesse www.bienaldolivrope.com.br."
a Feira do Livro POA ja homenageou quais autores?,"A Feira do Livro de Porto Alegre ja prestou homenagem a grandes nomes da literatura, como Erico Verissimo, Lya Luft e Josue Guimaraes. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.feiradolivro.com.br."
vale a pena ir na Bienal do Livro SP?,"Com certeza! A Bienal Internacional do Livro de Sao Paulo e um dos maiores eventos literarios da America Latina, reunindo editoras, autores e leitores do mundo inteiro. Confira a programacao em www.bienaldolivro.com.br e planeje sua visita."
quem recebeu homenagem na Bienal do Livro Bahia?,"A Bienal do Livro Bahia ja prestou homenagem a grandes nomes da literatura, como Conceicao Evaristo, Jorge Amado e Ariano Suassuna. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldolivrobahia.com.br."
me diz autores que ja foram na Festival Literario SC,"A Festival Literario Catarinense ja recebeu como convidados nomes como Djamila Ribeiro, Conceicao Evaristo e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.festivalliterariosc.com.br."
qual o local exato da FLOR?,"O endereco da FLOR - Feira Literaria do Orgulho e Resistencia e: Largo do Arouche, s/n - Republica, Sao Paulo (SP) - CEP 01219-010 (Largo do Arouche e adjacencias). Para informacoes de transporte e estacionamento, consulte www.feiraflor.com.br."
qual a cidade da Bienal Bahia?,A Bienal do Livro Bahia e realizada em Salvador (BA) - Centro de Convencoes.
em que mes acontece a FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia geralmente acontece em junho. Para as datas exatas desta edicao, consulte www.feiraflor.com.br."
qual o periodo da FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia geralmente acontece em junho. Para as datas exatas desta edicao, consulte www.feiraflor.com.br."
tem como me informar sobre a Festa Literaria POA?,"Claro! A Festa Literaria de Porto Alegre acontece em novembro, em Porto Alegre (RS). Para mais detalhes, acesse festaliterariaportaalegre.com.br."
me conta sobre a Bienal do Rio de Janeiro,"A Bienal do Rio de Janeiro e um dos eventos mais aguardados do Rio, com lancamentos exclusivos e encontros com grandes autores brasileiros e internacionais. Acesse www.bienaldorio.com.br para mais informacoes."
qual e o local da FLOR?,A FLOR - Feira Literaria do Orgulho e Resistencia e realizada em Sao Paulo (SP).
fala sobre a bienal do livro,"A Bienal do Livro e um grande festival cultural e literario que reune editoras, livrarias, autores e leitores para celebrar a leitura. No Brasil temos varias: Bienal de Sao Paulo, Bienal do Rio de Janeiro, Bienal Bahia (Salvador) e Bienal de Pernambuco (Recife). Sobre qual delas voce gostaria de saber mais?"
me explica o que e a Festa Literaria POA,"A Festa Literaria de Porto Alegre e um dos principais eventos literarios do Sul do Brasil, com intensa programacao de autores regionais e nacionais. Acesse festaliterariaportaalegre.com.br para mais informacoes."
tem oficinas na Bienal Rio?,"A Bienal do Rio de Janeiro costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldorio.com.br proximo ao evento."
precisa pagar para entrar na Festa Literaria POA?,"Os precos dos ingressos da Festa Literaria de Porto Alegre variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em festaliterariaportaalegre.com.br."
quanto e o ticket da Feira Unesp?,"Os precos dos ingressos da Feira do Livro da Unesp variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.livraria.unesp.br."
qual a diferenca entre bienal e feira literaria?,"A principal diferenca e a frequencia: bienal significa que o evento ocorre a cada dois anos, enquanto feira pode ser anual. No conteudo, ambas vendem livros e promovem encontros culturais, mas as bienais costumam ser maiores em escala."
quantas bienais do livro existem no brasil?,"A Bienal do Livro e um grande festival cultural e literario que reune editoras, livrarias, autores e leitores para celebrar a leitura. No Brasil temos varias: Bienal de Sao Paulo, Bienal do Rio de Janeiro, Bienal Bahia (Salvador) e Bienal de Pernambuco (Recife). Sobre qual delas voce gostaria de saber mais?"
quanto e o ticket da FLOR?,"Os precos dos ingressos da FLOR - Feira Literaria do Orgulho e Resistencia variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.feiraflor.com.br."
o que acontece na Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flipocos.com.br proximo ao evento."
vale a pena ir na Flipocos?,"Com certeza! A Flipocos - Festa Literaria de Pocos de Caldas e um festival literario encantador na cidade das aguas, com programacao intimista e diversificada para leitores de todas as idades. Confira a programacao em www.flipocos.com.br e planeje sua visita."
tem oficinas na Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flipocos.com.br proximo ao evento."
quais autores foram homenageados na Feira do Livro POA?,"A Feira do Livro de Porto Alegre ja prestou homenagem a grandes nomes da literatura, como Lya Luft, Moacyr Scliar e Josue Guimaraes. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.feiradolivro.com.br."
qual a historia da Bienal Bahia?,"A Bienal do Livro Bahia e um dos maiores eventos literarios do Nordeste, reunindo autores, editoras e leitores em Salvador com forte identidade cultural baiana. Acesse www.bienaldolivrobahia.com.br para mais informacoes."
quem ja foi convidado para a Bienal Rio?,"A Bienal do Rio de Janeiro ja recebeu como convidados nomes como Ailton Krenak, Lygia Fagundes Telles e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldorio.com.br."
precisa pagar para entrar na Feira do Livro POA?,"Os precos dos ingressos da Feira do Livro de Porto Alegre variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.feiradolivro.com.br."
por que a Feira Unesp e importante?,"A Feira do Livro da Unesp e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
onde e realizada a FLOR - Feira Literaria do Orgulho e Resistencia?,A FLOR - Feira Literaria do Orgulho e Resistencia e realizada em Sao Paulo (SP).
a Feira do Livro de Porto Alegre cobra entrada?,"Os precos dos ingressos da Feira do Livro de Porto Alegre variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.feiradolivro.com.br."
em que mes acontece a Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas geralmente acontece em agosto. Para as datas exatas desta edicao, consulte www.flipocos.com.br."
vale a pena ir na Bienal Rio?,"A Bienal do Rio de Janeiro e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
a FLIP ja homenageou quais autores?,"A FLIP - Festa Literaria Internacional de Paraty ja prestou homenagem a grandes nomes da literatura, como Cora Coralina, Lima Barreto e Hilda Hilst. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flip.org.br."
quem recebeu homenagem na FLIP - Festa Literaria Internacional de Paraty?,"A FLIP - Festa Literaria Internacional de Paraty ja prestou homenagem a grandes nomes da literatura, como Hilda Hilst, Guimaraes Rosa e Cora Coralina. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flip.org.br."
quando ocorre a FLIP - Festa Literaria Internacional de Paraty?,"A FLIP - Festa Literaria Internacional de Paraty geralmente acontece em julho/agosto. Para as datas exatas desta edicao, consulte www.flip.org.br."
tem como me informar sobre a Bienal Bahia?,"Claro! A Bienal do Livro Bahia acontece em outubro, em Salvador (BA) - Centro de Convencoes. Para mais detalhes, acesse www.bienaldolivrobahia.com.br."
precisa pagar para entrar na Bienal Bahia?,"Os precos dos ingressos da Bienal do Livro Bahia variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivrobahia.com.br."
